20161111,HDGE,7.06,5.00,5.00,5.00,4.66,5.00,7.48,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,DIVI,6.42,5.00,5.00,5.00,3.99,5.00,7.29,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,GTAA,,5.00,5.00,5.00,3.99,5.00,7.36,,,,,,,,,,,,,,,,,,,,,,,,
20161111,GEUR,5.46,5.00,5.00,5.00,3.99,5.00,5.51,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,GYEN,,5.00,5.00,5.00,3.99,5.00,5.52,,,,,,,,,,,,,,,,,,,,,,,,
20161111,GIVE,6.49,5.00,5.00,5.00,3.99,5.00,7.42,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,FWDD,,5.00,5.00,5.00,3.99,5.00,7.36,,,,,,,,,,,,,,,,,,,,,,,,
20161111,FWDB,,5.00,5.00,5.00,3.99,5.00,6.74,,,,,,,,,,,,,,,,,,,,,,,,
20161111,FWDI,,5.00,5.00,5.00,3.99,5.00,7.37,,,,,,,,,,,,,,,,,,,,,,,,
20161111,MATH,6.47,5.00,5.00,5.00,3.99,5.00,7.38,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,MINC,5.71,5.00,5.00,5.00,3.99,5.00,5.97,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,FLRT,,5.00,5.00,5.00,3.99,5.00,7.34,,,,,,,,,,,,,,,,,,,,,,,,
20161111,HYLD,,5.00,5.00,5.00,3.99,5.00,7.36,,,,,,,,,,,,,,,,,,,,,,,,
20161111,QEH,,5.00,5.00,5.00,3.99,5.00,7.46,,,,,,,,,,,,,,,,,,,,,,,,
20161111,HOLD,,5.00,5.00,5.00,3.99,5.00,3.64,,,,,,,,,,,,,,,,,,,,,,,,
20161111,VEGA,,5.00,5.00,5.00,3.99,5.00,7.46,,,,,,,,,,,,,,,,,,,,,,,,
20161111,TTFS,,5.00,5.00,5.00,3.99,5.00,7.30,,,,,,,,,,,,,,,,,,,,,,,,
20161111,AADR,6.46,5.00,5.00,5.00,3.99,5.00,7.37,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,ALFA,6.45,5.00,5.00,5.00,4.40,5.00,6.74,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,SMCP,,5.00,5.00,5.00,5.21,5.00,6.67,,,,,,,,,,,,,,,,,,,,,,,,
20161111,ENFR,,5.00,5.00,5.00,3.47,5.00,5.52,,,,,,,,,,,,,,,,,,,,,,,,
20161111,AMLP,,4.22,5.00,5.00,3.47,5.00,7.60,,,,,,,,,,,,,,,,,,,,,,,,
20161111,EDOG,4.88,5.00,5.00,5.00,3.47,5.00,5.20,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,EQL,,5.00,5.00,5.00,3.47,5.00,3.49,,,,,,,,,,,,,,,,,,,,,,,,
20161111,IDOG,,5.00,5.00,5.00,3.47,5.00,4.74,,,,,,,,,,,,,,,,,,,,,,,,
20161111,SBIO,,5.00,5.00,5.00,3.47,5.00,4.75,,,,,,,,,,,,,,,,,,,,,,,,
20161111,RIGS,,5.00,5.00,5.00,3.47,5.00,3.20,,,,,,,,,,,,,,,,,,,,,,,,
20161111,SDOG,,5.00,5.00,5.00,3.47,5.00,3.96,,,,,,,,,,,,,,,,,,,,,,,,
20161111,HVPW,,5.00,5.00,5.00,4.13,5.00,6.74,,,,,,,,,,,,,,,,,,,,,,,,
20161111,EQLT,,5.00,5.00,5.00,3.47,5.00,5.98,,,,,,,,,,,,,,,,,,,,,,,,
20161111,ARKG,,5.00,5.00,5.00,4.77,5.00,6.74,,,,,,,,,,,,,,,,,,,,,,,,
20161111,ARKQ,,5.00,5.00,5.00,4.77,5.00,6.74,,,,,,,,,,,,,,,,,,,,,,,,
20161111,ARKK,,5.00,5.00,5.00,4.77,5.00,6.75,,,,,,,,,,,,,,,,,,,,,,,,
20161111,ARKW,,5.00,5.00,5.00,4.77,5.00,6.75,,,,,,,,,,,,,,,,,,,,,,,,
20161111,GYLD,,5.00,5.00,5.00,4.33,5.00,5.98,,,,,,,,,,,,,,,,,,,,,,,,
20161111,DWAT,,5.00,5.00,5.00,4.33,5.00,7.42,,,,,,,,,,,,,,,,,,,,,,,,
20161111,QVM,5.75,5.00,5.00,5.00,4.33,5.00,5.52,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,BBC,,5.00,5.00,5.00,4.73,5.00,6.43,,,,,,,,,,,,,,,,,,,,,,,,
20161111,BBP,,5.00,5.00,5.00,4.73,5.00,6.44,,,,,,,,,,,,,,,,,,,,,,,,
20161111,FYLD,5.41,5.00,5.00,5.00,4.17,5.00,5.15,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,GAA,4.50,5.00,5.00,5.00,4.17,5.00,3.44,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,GMOM,5.41,5.00,5.00,5.00,4.17,5.00,5.15,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,GVAL,,5.00,5.00,5.00,4.17,5.00,5.74,,,,,,,,,,,,,,,,,,,,,,,,
20161111,SYLD,,5.00,5.00,5.00,4.17,5.00,5.15,,,,,,,,,,,,,,,,,,,,,,,,
20161111,GRI,,6.33,5.00,5.00,4.49,5.00,4.48,,,,,,,,,,,,,,,,,,,,,,,,
20161111,GMMB,,5.00,5.00,5.00,4.79,5.00,4.20,,,,,,,,,,,,,,,,,,,,,,,,
20161111,GMTB,5.87,5.00,5.00,5.00,4.79,5.00,5.06,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,CIZ,,5.00,5.00,5.00,4.39,5.00,4.31,,,,,,,,,,,,,,,,,,,,,,,,
20161111,CFO,,5.00,5.00,5.00,4.39,5.00,3.64,,,,,,,,,,,,,,,,,,,,,,,,
20161111,CFA,,5.00,5.00,5.00,4.39,5.00,3.64,,,,,,,,,,,,,,,,,,,,,,,,
20161111,CSF,,5.00,5.00,5.00,4.39,5.00,3.64,,,,,,,,,,,,,,,,,,,,,,,,
20161111,CDC,4.79,5.00,5.00,5.00,4.39,5.00,3.65,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,CDL,4.79,5.00,5.00,5.00,4.39,5.00,3.65,0,,,,,,,,,,,,,,,,,,,,,,,
20161111,CSA,,5.00,5.00,5.00,4.39,5.00,3.66,,,,,,,,,,,,,,,,,,,,,,,,
20161111,CSB,,5.00,5.00,5.00,4.39,5.00,3.66,,,,,,,,,,,,,,,,,,,,,,,,
20161111,AFTY,,5.00,5.00,5.00,5.21,5.00,5.79,,,,,,,,,,,,,,,,,,,,,,,,
20161111,DBRE,4.43,5.00,5.00,5.00,3.37,5.00,4.52,0,,,,,,,,,,,,,,,,,,,,,,,
