20151029,IBB,4.30771,5.32,8.42,1.6,2.14,2.82,2.19,6.95141,54.7,77.0,71.0,81.7,77.6,73.0,82.5,77.0,77.3,77.45,34.5,44.9,1.4,31.2,28.0,21.9,84.0,52.9,93.6,23.6,99.3,72.2,C
20151029,XBI,5.05835,5.82,7.99,1.38,4.3,3.02,1.41,6.80133,55.9,64.8,61.7,78.2,70.5,68.1,93.8,83.4,81.1,75.8,35.0,36.6,1.7,38.1,27.9,18.0,86.2,52.1,89.7,87.2,98.3,91.7,B
20151029,LABD,7.52732,4.77,9.51,5,3.43,5,6.87,0,,48.4668,54.6564,79.4719,65.82623,82.6241,74.4835,96.025,84.872235,75.3492325,,,,,,,,,,,,,
20151029,XLP,1.686,3.32,3.39,1.4,3.06,2.58,2.51,8.00619,63.0,66.8,79.9,95.0,84.8,96.1,78.2,22.9,65.1,74.95,31.1,32.4,40.5,67.2,42.8,68.3,86.0,77.2,98.4,50.0,98.3,82.2,B
20151029,CLYH,7.00726,5,9.05,5,3.02,7.5,3.51,0,,59.0062,69.2315,79.3015,72.22144,50,93.8023,91.0278,77.50042,74.86093,,,,,,,,,,,,,
20151029,FDN,3.63701,4.02,6.23,1.37,3.28,3.31,3,6.32968,52.7,77.6,81.2,80.1,79.9,95.0,59.9,52.8,69.7,74.8,0.0,1.2,42.5,50.0,23.4,29.1,86.3,57.7,83.9,51.2,92.7,75.9,C
20151029,QABA,3.79511,4.05,4.55,1.52,3.39,4.51,4.59,7.0586,54.5,69.7,77.9,79.0,76.8,50.0,93.8,74.2,71.6,74.2,56.8,0.0,30.8,42.5,32.5,13.5,84.8,49.1,59.9,54.3,92.7,68.9,C
20151029,XLV,2.41432,3.93,4.98,1.39,2.91,2.55,2.04,8.22916,61.6,77.3,77.1,88.8,83.0,56.7,91.1,50.0,64.7,73.85,33.0,44.1,47.5,61.3,46.5,22.2,86.1,54.1,99.0,45.5,98.3,81.0,B
20151029,BBH,5.16724,4.32,7.56,5,3.37,3.56,3.72,7.6546,57.7,79.2,74.4,85.2,80.8,55.3,70.8,73.9,66.5,73.65,56.2,52.5,1.2,50.0,40.0,50.0,50.0,50.0,78.8,50.0,89.0,72.6,B
20151029,KBWR,4.30677,4.41,5.16,1.38,4.26,4.44,3.77,6.41544,52.8,74.1,80.3,77.9,77.9,50.0,78.2,75.9,67.5,72.7,32.5,1.2,35.6,36.8,26.5,14.4,86.2,50.3,61.2,83.7,96.0,80.3,C
20151029,XLF,1.85875,3.97,3.75,1.42,2.88,2.66,1.79,7.32015,56.9,71.6,80.0,73.9,75.3,76.2,78.2,56.7,70.0,72.65,38.0,1.2,48.5,60.8,37.1,14.8,85.8,50.3,96.9,44.6,98.3,79.9,B
20151029,VGT,2.95563,4.39,6.42,1.41,2.02,3.45,1.49,7.93759,60.0,78.0,81.9,78.4,79.4,50.0,93.8,57.2,65.7,72.55,37.9,40.5,31.8,67.3,44.4,48.8,85.9,67.4,81.1,17.3,96.7,65.0,B
20151029,PSJ,4.2633,4.21,5.19,1.95,4.23,4.86,3.21,6.25679,52.9,63.2,75.1,76.8,73.6,50.0,93.8,71.1,70.5,72.05,0.4,0.4,0.4,100.0,25.3,44.4,80.5,62.4,52.8,82.8,96.0,77.2,C
20151029,SOCL,4.71144,3.77,3.8,4.87,3.77,6.05,5.59,8.63221,59.0,61.8,76.3,71.4,70.9,83.7,74.9,60.6,73.0,71.95,50.0,50.0,50.0,62.5,53.1,24.1,51.3,37.7,29.1,49.3,76.3,51.6,B
20151029,TOFR,8.7772,6.29,8.85,5,3.62,9.68,5.01,8.62363,59.6,60.2,50.2,73.5,63.8,50.0,93.8,97.8,79.9,71.85,50.0,50.0,50.0,62.5,53.1,50.0,50.0,50.0,6.5,50.0,81.3,45.9,B
