Date,tic,quant_technical_st,quant_technical_it,quant_technical_lt,y
2012-02-27,VIXY,-1.1164343025359278,-1.6701975283713308,-1.2888116983262274,-0.38302997772672787
2012-02-27,PMR,1.5545287756829373,0.9264204999266542,1.2843132281750012,0.034251526830600135
2012-02-27,DDM,0.2308239697226179,-0.7239723146695227,-0.4116100188371723,0.011390805839552955
2012-02-27,JJS,-0.25437743602084456,0.5699356519738799,0.21367733218323107,-0.12006956481440259
2012-02-27,SBV,0.49933348552239776,0.1034246163813608,0.7354998697254383,-0.017969723970821954
2012-02-27,VBK,0.800817854139695,1.3841294405079938,0.9334325563793793,-0.026692503159036905
2012-02-27,EDZ,-1.0599059834201847,-1.705405908416049,-1.320300989384809,0.03389904173419475
2012-02-27,RWM,-1.3943652048549984,-0.9704309749825518,-1.3427933401409387,-0.025581590294261776
2012-02-27,RWR,-0.0047106932596453314,0.7107691721527538,0.7354998697254383,0.036435690593889805
2012-02-27,VGT,1.4885790700479034,1.0540508775887585,1.2258331162090643,0.00963051788770582
2012-02-27,VCR,0.9138744923711809,1.5997807682818945,1.1358637131845457,0.023790403253054867
2012-02-27,DBBR,0.9280065721501173,0.16503928145961802,-0.042735466436646406,-0.09676402921772605
2012-02-27,AUSE,1.7052709599915858,1.344520012957686,1.333796399838486,-0.04344480045925902
2012-02-27,PGM,0.9468493451886979,0.8163943122869091,0.6500289368521458,-0.12903934265195777
2012-02-27,XPH,1.5592394689425824,1.5117598181700984,1.2393285266627418,-0.0007449057424552784
2012-02-27,OIL,-0.2261132764629729,-0.033007856291923224,-0.5735549442813056,-0.07046767025588038
2012-02-27,CSD,0.08479247867361463,0.4026958467614674,0.08322169779767934,0.007589904551121036
2012-02-27,DJP,-0.051817625856097976,-0.2530602315714135,-1.1898453549992571,-0.08825091486920429
2012-02-27,IWF,0.6123901237538844,-0.41589898927823643,-0.3261390859638798,0.004811816716390013
2012-02-27,SMN,-1.3755224318164174,-1.6834006708881002,-1.311304049082357,0.003380555088179648
2012-02-27,VIXM,-0.42867308662771914,-0.807592217275729,-1.1538575937894497,-0.2183343848173889
2012-02-27,ERY,-1.4838683767882586,-1.0188424975440398,-1.3607872207458422,0.14667771726938475
2012-02-27,YCL,-0.9704028114869245,-0.3146748966496707,0.1776895709734238,-0.04113805749512934
2012-02-27,URA,-0.6689184428696278,-1.0540508775887583,-1.0548912504624794,-0.18383302706099178
2012-02-27,VOT,1.3284154992199648,1.6878017183936906,0.9874141981940898,-0.020169100436207416
2012-02-27,MGK,1.7099816532512309,1.0408477350719891,1.1988422953017084,0.009849091972196525
2012-02-27,FVI,-0.43809447314700983,-0.3410811816832096,-0.8614570339597647,-0.08392497354052945
2012-02-27,EWEM,-1.0975915294973468,-1.2564990628458892,-0.6905151682131797,-0.07955903328823119
2012-02-27,RWV,1.8183275982230718,1.767020573494307,-0.1596956903685205,
2012-02-27,ENY,0.16016357082793892,-0.18264347148197654,-1.081882071369835,-0.09405239504143624
2012-02-27,DUST,-1.0599059834201847,-0.922019452421064,-1.2483254669651942,0.6095500187822872
2012-02-27,EEH,0.876188946294019,0.0022005237527950904,-0.19118498142710208,-0.008962663733477745
2012-02-27,PAGG,-0.3014843686172972,0.9220194524210643,0.4341023695933013,-0.03597636848909441
2012-02-27,FSG,-0.36272338099268553,0.5919408895018289,0.2991482650565236,-0.023684009685107667
2012-02-27,NUGT,-1.1635412351323804,-0.8163943122869086,-1.2438269968139684,-0.4870283259948276
2012-02-27,OIH,0.4098303135891378,1.2873063953850181,0.4341023695933013,-0.1068482892245325
2012-02-27,RXL,-0.051817625856097976,-1.1156655426670155,-0.4161084889883983,0.046032246806509386
2012-02-27,FLTR,-0.2261132764629729,-1.23449382531794,-0.042735466436646406,-0.018196504640257818
2012-02-27,YINN,-1.3001513396620932,-0.6887639346248043,-1.9995699822199233,-0.11646751483974685
2012-02-27,TPS,-0.3674340742523308,0.5523314619515207,-0.5060778920129168,-0.023684009685107667
2012-02-27,GEX,-1.60163570827939,-1.5997807682818939,-1.3158025192335832,-0.12196415988220986
2012-02-27,MFLA,0.8479247867361477,0.3542843241999795,-0.7894815115401499,
2012-02-27,ROOF,-1.3048620329217384,-0.693164982130394,-0.11471098885626126,0.021259759467088534
2012-02-27,UYM,-0.6453649765714013,-0.5611335569626998,-1.081882071369835,-0.08404372882775382
2012-02-27,IST,0.43338377988736415,-0.6051440320185979,-1.2258331162090645,-0.023684009685107667
2012-02-27,VDC,1.2059374744691875,1.2124885877899918,0.9514264369842825,0.019543632524638265
2012-02-27,FRN,0.6218115102731747,0.08582042635900133,-0.960423377286735,-0.018913017091071863
2012-02-27,TZA,-1.2813085666235122,-1.7098069559216391,-1.3562887505946164,-0.045906220841386375
2012-02-27,CHIX,-0.8997424125922456,-1.0408477350719887,-0.8344662130524091,-0.09115388920317995
2012-02-27,ONG,1.0269311306026676,0.3938937517502877,-0.7984784518426018,-0.025466893611626056
2012-02-27,DUG,-1.5686608554618733,-1.0276445925552193,-1.3517902804433903,0.09234064143146452
2012-02-27,GAZ,-1.2907299531428027,-1.3533221079688649,-1.2843132281750016,-0.16867334870429757
2012-02-27,VRD,-0.7537109215432424,-0.8163943122869086,-1.7116678925414643,
2012-02-27,UXI,0.17900634386651992,-0.8824100248707557,-0.5510625935251761,-0.026214157553341486
2012-02-27,GLL,-1.2153588609884785,-0.9836341174993212,-1.383279571501972,0.09256428760273418
2012-02-27,EWX,-0.833792706957212,-0.6447534595689063,-1.081882071369835,-0.0560255355078432
2012-02-27,CMD,-0.5275976450802697,0.4907167968732635,0.2586620336954903,0.04723797613049517
2012-02-27,INR,0.26379882254013454,-1.0936603051390663,-0.9289340862281535,-0.09651664577381724
2012-02-27,ICI,-0.5228869518206244,-0.5655346044682897,-0.726502929422987,-0.047503618362266374
2012-02-27,VGSH,-0.23553466298226322,0.5655346044682904,0.5285702427690457,-0.02253420681306106
2012-02-27,USD,-1.0127990508237321,-0.6447534595689063,-0.7399983398766647,-0.06443420554641363
2012-02-27,FXB,-0.8761889462940193,-0.7195712671639329,-1.1673530042431275,-0.0006075124875396555
2012-02-27,LATM,0.1978491169051009,1.3709262979912247,0.5195733024665941,-0.12577044783711952
2012-02-27,RJN,0.5228869518206241,0.34548222918880006,-0.4116100188371723,-0.07395574881554247
2012-02-27,CHXX,-0.5087548720416888,-0.9396236424434232,-0.9379310265306053,-0.08691466855864677
2012-02-27,YCS,-0.47106932596452644,-0.5391283194347508,-0.8119738622962794,-0.01920670928316898
2012-02-27,PEK,0.7537109215432424,-0.7987901222645495,-1.0323988997063498,-0.07233263130672928
2012-02-27,IYC,0.7961071608800493,1.4193378205527123,1.171851474394353,0.02809794920482094
2012-02-27,IXJ,0.45693724618559045,0.9616288799713728,0.7939799816913752,0.013378448690405605
2012-02-27,PIV,0.1742956506068746,-0.8560037398372169,-0.39361613823226865,
2012-02-27,DSUM,-0.4946227922627528,-1.3093116329129668,0.02924005598296812,-0.03267824553932833
2012-02-27,SKF,-1.5356860026443564,-1.7230100984384085,-1.3337963998384867,-0.1410121313796628
2012-02-27,KBWD,-0.621811510273175,-1.3181137279241464,-0.4341023695933019,-0.01054284817599369
2012-02-27,REK,-0.3344592214348139,-0.18264347148197654,0.18218804112464979,-0.08604690532910636
2012-02-27,RFG,1.1305663823148635,1.560171340731586,0.9604233772867345,-0.012637390996643665
2012-02-27,EDIV,0.35801268773303985,0.5611335569627005,1.2663193475700971,-0.09649685736853775
2012-02-27,FXD,1.2200695542481232,1.6129839107986639,1.050392780311253,-0.006187420070777928
2012-02-27,BCM,0.555861804638141,-0.46871155934531405,-0.11920945900748724,-0.07173842278428706
2012-02-27,RMB,-0.7066039889467897,-0.7019670771415738,0.047233936587872075,-0.023684009685107667
2012-02-27,TTFS,0.5982580439749484,1.7274111459439985,1.5362275566436527,-0.01859424951084182
2012-02-27,TBT,-1.6487426408758425,-0.9044152623987047,-2.1300256166054754,-0.024760462860565057
2012-02-27,EPV,-1.2671764868445763,-1.714208003427229,-1.3023071087799052,-0.013287265285721666
2012-02-27,VUG,1.7665099723669742,1.0584519250943487,1.1853468848480306,0.0046137248499243735
2012-02-27,BGZ,-1.7052709599915858,-1.775822668505486,-1.378781101350746,0.45165788734522383
2012-02-27,INDY,-0.7254467619853711,-0.0374089037975131,0.3756222576273644,-0.10732037332147132
2012-02-27,RJA,-0.18371703712616558,-0.6843628871192144,-1.257322407267646,-0.05213039918182537
2012-02-27,FXM,-1.51213253634613,-1.5117598181700977,-1.1538575937894497,-0.023684009685107667
2012-02-27,JKK,0.876188946294019,1.2080875402844016,0.9019432653207976,-0.02904709006600179
2012-02-27,AADR,1.5592394689425824,1.5865776257651254,0.88844785486712,-0.026639674612672033
2012-02-27,SQQQ,-1.6770068004337142,-1.7846247635166659,-1.3967749819556496,-0.17364518520196878
2012-02-27,ZSL,-1.7523778925880387,-1.0144414500384498,-1.4102703924093274,0.1974488347099753
2012-02-27,EEV,-1.031641823862313,-1.7010048609104593,-1.311304049082357,0.021752641655732038
2012-02-27,QQEW,1.017509744083377,0.728373362175113,1.041395840008801,-0.026721215455798565
2012-02-27,PWZ,0.23553466298226322,-0.3718885142223384,-0.1551972202172945,-0.022879140469815894
2012-02-27,ROLA,-0.4569372461855908,0.7811859322421908,0.8839493847158937,
2012-02-27,FLAT,1.017509744083377,0.8339985023092682,1.248325466965194,-0.02080749520536092
2012-02-27,FRHC,0.08479247867361463,0.4026958467614674,0.08322169779767934,0.005547383360701569
2012-02-27,RSU,0.4286730866277188,-0.5611335569626998,-0.4655916606518835,
2012-02-27,IVOG,1.1258556890552178,1.6613954333601515,1.10887289227719,-0.008835405678259505
2012-02-27,VXUS,-0.9091637991115362,-1.1156655426670155,-0.6590258771545981,-0.046589747032402595
2012-02-27,DFJ,-0.9751135047465699,-0.5831387944906489,-0.8839493847158943,-0.01601598983846815
2012-02-27,CNDA,0.20727050342439157,1.0540508775887585,0.40261307853472,-0.11817497900170466
2012-02-27,DTYL,1.0080883575640862,0.772383837231011,1.2753162878725492,-0.013431484139157897
2012-02-27,IVOV,1.0222204373430226,0.9132173574098849,1.1943438251504828,-0.015283328119090922
2012-02-27,PKB,-1.1352770755745087,-1.3093116329129668,-0.5150748323153684,0.0002463746513680469
2012-02-27,MLN,0.06594970563503363,-0.3102738491440811,-0.9154386757744758,-0.024191264911249462
2012-02-27,IYW,0.588836657455658,-0.4070968942670567,-0.25416356354426495,0.009297808388081408
2012-02-27,FXG,1.2671764868445758,1.2961084903961977,0.7624906906327936,-0.0041399535147469725
2012-02-27,VIOO,0.04239623933680731,0.9924362125105013,1.1448606534869972,-0.025007403264775664
2012-02-27,ECON,1.2577551003252858,0.5435293669403414,1.0279004295551233,-0.009743828711750478
2012-02-27,JJT,0.1742956506068746,0.9748320224881422,0.5195733024665941,-0.1132044553249025
2012-02-27,EXT,0.22611327646297258,-0.6183471745353674,-0.30814520535897616,-0.013212765011904532
2012-02-27,YAO,-1.1918053946902523,-1.2212906828011707,-1.027900429555124,-0.05758911538913648
2012-02-27,SVXY,0.023553466298226324,0.7679827897254211,1.4147688625605526,0.37387521500979537
2012-02-27,FNI,-0.6171008170135297,0.024205761280744118,0.3801207277785904,-0.04239692616160243
2012-02-27,VHT,0.09892455845255028,0.9000142148931153,0.919937145925701,0.012486514615792327
2012-02-27,UXJ,0.6171008170135294,1.02764459255522,0.5015794218616901,-0.041882942280058066
2012-02-27,WITE,1.2765978733638665,0.7591806947142418,0.7130075189693087,-0.1278434879492415
2012-02-27,PBP,0.08479247867361463,-0.5391283194347508,-1.1358637131845462,-0.008949285457933038
2012-02-27,NLR,-1.2765978733638668,-0.6843628871192144,-1.2798147580237758,-0.09997979987325709
2012-02-27,FLOT,0.5982580439749484,-0.5347272719291611,-0.6995121085156314,-0.02488307041254464
2012-02-27,VTWG,0.3674340742523305,0.5743366994794697,1.0998759519747379,-0.03834297878063828
2012-02-27,URTY,0.018842773038580993,0.22225289903228534,0.573554944281305,-0.06228614450013911
2012-02-27,UCD,1.2954406464024477,1.322514775429737,0.30364673520774954,-0.023684009685107667
2012-02-27,VIOV,-0.23553466298226322,0.18704451898756705,1.1763499445455787,-0.03663388091234019
2012-02-27,FOS,-0.09892455845255062,-0.8119932647813188,-0.17768957097342414,
2012-02-27,EET,0.02826415955787132,0.3366801341776203,0.4296038994420756,-0.10424492553297286
2012-02-27,PBD,-1.6204784813179713,-1.5645723882371756,-1.2843132281750016,-0.139027925029023
2012-02-27,VIOG,0.7207360687257254,1.1860823027564527,1.1628545340919012,-0.020534374662927797
2012-02-27,CPER,0.32032714165587783,0.8736079298595767,1.5182336760387494,-0.05170442453226926
2012-02-27,VXX,-1.1117236092762826,-0.9352225949378333,-1.3337963998384867,-0.38243549581166264
2012-02-27,FAS,-0.23082396972261823,-1.0100404025328602,-1.072885131067383,0.11340703680221265
2012-02-27,DTUL,-0.23082396972261823,0.43790422680618574,1.3292979296872605,-0.028043207744713528
2012-02-27,VNQI,-0.22140258320332756,-0.6579566020856757,-0.7085090488180833,-0.013135486923441962
2012-02-27,HDG,-0.44751585966630014,0.7459775521974721,1.4957413252826197,-0.036450016874944785
2012-02-27,PJP,1.6393212543565518,0.8251964072980887,1.3158025192335827,0.012193354959380311
2012-02-27,PSCF,0.1978491169051009,0.09902356887577093,1.297808638628679,0.004808953874554725
2012-02-27,DEW,-0.6877612159082087,-0.4070968942670567,-1.0413958400088017,-0.03543465688533205
2012-02-27,EMT,0.5841259641960127,0.20464870900992618,0.3126436755102015,
2012-02-27,BLNG,0.9280065721501173,0.024205761280744118,1.410270392409327,-0.1009364468174153
2012-02-27,JJC,-0.5370190315995604,-0.6843628871192144,-1.1043744221259646,-0.049216799169112924
2012-02-27,ASEA,-0.48049071248381714,0.028606808786333985,1.0908790116722866,-0.0022328424926784766
2012-02-27,SMMU,-0.27322020905942557,0.6447534595689067,0.8839493847158937,-0.021706181401441357
2012-02-27,VXZ,-0.4098303135891382,-0.807592217275729,-1.2708178177213239,-0.22094230317277042
2012-02-27,KXI,0.8950317193326003,1.1684781127340937,0.7759861010864719,0.025321256552458076
2012-02-27,DIG,0.4051196203294925,0.17384137647079742,-0.7624906906327944,-0.14996386837756664
2012-02-27,CORN,-0.023553466298226324,0.5963419370074188,0.28115438445161994,-0.0887991635626802
2012-02-27,PSTL,-0.7066039889467897,-1.3753273454968138,-1.2168361759066126,-0.023684009685107667
2012-02-27,MDD,-0.27322020905942557,-0.11662775889812946,-1.1133713624284165,-0.023684009685107667
2012-02-27,VYM,0.2308239697226179,-0.8383995498148576,-0.3801207277785907,-0.0028594834088042087
2012-02-27,FTSEMIB.MI,0.08479247867361463,0.4026958467614674,0.08322169779767934,-0.13396935931728246
2012-02-27,ULE,0.7442895350239517,1.0452487825775787,0.2631605038467163,-0.05232269152112167
2012-02-27,IJK,1.177673314911316,0.8824100248707561,0.9739187877404122,-0.012846580412155247
2012-02-27,SSO,0.5747045776767221,-0.49951889188444265,-0.4475977800469796,0.021589440323097692
2012-02-27,DRV,-0.21198119668403692,0.5523314619515207,0.1417018097636162,-0.2219190900228807
2012-02-27,GXF,0.8808996395536646,0.8031911697701398,0.6005457651886607,-0.06368400968510766
2012-02-27,PSCD,-0.028264159557871656,0.37628956172792855,1.3292979296872605,0.0010668091914329512
2012-02-27,IGV,1.107012916016637,1.4545462005974312,0.8659555041109904,0.002959581675447232
2012-02-27,BIB,0.22611327646297258,0.1298309014148994,1.2843132281750012,0.06536012426920577
2012-02-27,PRB,-0.5228869518206244,0.5963419370074188,0.5960472950374346,-0.025263749021600484
2012-02-27,DRN,-0.1884277303858106,-0.08141937885341115,-0.25866203369549096,0.17160548982421517
2012-02-27,DOL,-0.3061950618769422,-0.9836341174993212,-1.0548912504624794,-0.05505563924185736
2012-02-27,EZJ,1.1164343025359278,0.8295974548036786,0.5240717726178198,-0.07608224083899656
2012-02-27,EUFN,-1.06461667667983,-1.3181137279241464,-1.1268667728820942,-0.10214812089624335
2012-02-27,JJP,0.9656921182272793,1.2741032528682488,0.7444968100278903,-0.10451166149605802
2012-02-27,UNG,-0.12718871801042228,-0.35868537170556875,-0.780484571237698,-0.2882904686231308
2012-02-27,KBWY,-0.3156164483962329,-0.041809951303102964,1.1358637131845457,-0.013066589315465489
2012-02-27,DIM,-0.06594970563503397,-0.8207953597924985,-1.0368973698575756,-0.0506493493856955
2012-02-27,FDM,-0.27322020905942557,0.8031911697701398,0.6860166980619531,-0.025037234764043265
2012-02-27,SOXL,-0.36272338099268553,0.08141937885341177,0.5330687129202717,-0.10877455793616199
2012-02-27,OTR,0.9138744923711809,0.6491545070744966,1.0908790116722866,-0.023684009685107667
2012-02-27,FONE,-0.7961071608800498,-0.7063681246471635,-0.2136773321832317,-0.10722831348257598
2012-02-27,LSTK,0.1978491169051009,-0.9396236424434232,-0.002249235075613154,-0.13474937601718012
2012-02-27,SCHX,1.563950162202228,0.9792330699937319,1.0953774818235122,-0.0035128611573311402
2012-02-27,SCHM,0.6218115102731747,0.750378599703062,1.2708178177213236,-0.021838347078979956
2012-02-27,RTL,-0.7772643878414688,-1.304910585407377,-0.4386008397445279,-0.023684009685107667
2012-02-27,KOL,-1.530975309384711,-0.8692068823539862,-1.261820877418872,-0.1310798978291746
2012-02-27,FFR,-0.3344592214348139,-0.9308215474322435,-0.8344662130524091,0.006225725921826176
2012-02-27,FSA,-1.5215539228654207,-1.0012383075216804,-1.261820877418872,
2012-02-27,SCHB,1.460314910490032,0.9528267849601931,1.0863805415210603,-0.006811427073701148
2012-02-27,TYBS,-2.2517113781104365,-1.0232435450496293,-1.9320929299515346,0.01378922371960328
2012-02-27,FDN,0.6642077496099821,1.1464728752061448,0.6995121085156311,-0.004879688012481287
2012-02-27,GRN,0.763132308062533,-0.741576504691882,-2.035557743429731,-0.2590202042487701
2012-02-27,PCEF,0.800817854139695,-0.45990946433413443,-0.6185396457935649,-0.033985119035345304
2012-02-27,FTC,0.4852014057434621,-0.0374089037975131,-0.7984784518426018,0.008969085552987633
2012-02-27,NAGS,-1.4320507509321605,-0.8956131673875252,-1.3967749819556496,-0.17519916120025908
2012-02-27,BSCH,1.7099816532512309,0.9924362125105013,1.342793340140938,-0.022325268743078584
2012-02-27,GULF,0.5370190315995601,-0.0374089037975131,-1.0683866609161572,-0.021728338237910837
2012-02-27,SCHD,1.2483337138059951,1.4193378205527123,1.531729086492427,-0.005057274161852112
2012-02-27,COLX,-0.6689184428696278,-1.0100404025328602,-0.1327048694611649,-0.019018483747602646
2012-02-27,SCHE,1.5403966959040016,0.6755607921080354,0.6005457651886607,-0.07032799729815335
2012-02-27,LSC,-1.441472137451451,-0.9396236424434232,-2.157016437512831,-0.11459310059419851
2012-02-27,SKOR,-0.5511511113784962,0.5831387944906495,0.30364673520774954,
2012-02-27,QAI,1.677006800433714,1.6922027658992802,0.8479616235060864,-0.03406342949973128
2012-02-27,AFK,0.8290820136975663,-0.5743366994794693,-0.9154386757744758,-0.03263629748351617
2012-02-27,PBE,-0.17900634386652026,0.024205761280744118,0.8659555041109904,-0.028601354123313123
2012-02-27,TYO,-1.6157677880583259,-0.9176184049154742,-2.157016437512831,-0.04522132866022829
2012-02-27,PSR,-0.20255981016474658,-0.05501309381987225,0.8119738622962791,0.024150285901871387
2012-02-27,BSCF,0.19313842364545558,0.6535555545800864,1.3158025192335827,-0.02461199116668442
2012-02-27,CARZ,0.08479247867361463,0.4026958467614674,0.08322169779767934,-0.04199639747684919
2012-02-27,GWO,-1.4650256037496774,-0.8868110723763455,-1.2393285266627423,
2012-02-27,PIE,-1.42262936441287,-0.6271492695465469,-0.9874141981940906,-0.0003088684864269997
2012-02-27,IPFF,-0.4333837798873645,0.9352225949378339,1.5542214372485565,-0.004431024731199891
2012-02-27,SCHA,0.3674340742523305,1.181681255250863,0.9109402056232496,-0.02829110970640316
2012-02-27,SCHV,1.2436230205463494,0.6667586970968558,0.9964111384965418,-0.0023094947229242574
2012-02-27,EVX,1.2718871801042215,0.6183471745353678,0.6770197577595014,-0.005099629241627202
2012-02-27,CCXE,0.33916991469445884,-0.7679827897254208,-0.8749524444134426,-0.04746367250674917
2012-02-27,REZ,-1.102302222756992,-0.8736079298595761,-0.8749524444134426,0.034484054905221315
2012-02-27,SCHP,1.1211449957955728,0.9836341174993218,1.3472918102921638,-0.018045243165283872
2012-02-27,GERJ,-0.32974852817516853,-1.1640770652285033,-0.4475977800469796,-0.07852421258640478
2012-02-27,TDV,-0.7866857743607594,-1.3577231554744547,-0.838964683203635,-0.023684009685107667
2012-02-27,UNL,-1.6157677880583259,-0.9264204999266538,-2.1615149076640567,-0.18750471406077462
2012-02-27,DTUS,-1.4461828307110964,-0.8163943122869086,-1.2258331162090645,-0.03844686060475926
2012-02-27,SSG,-1.0504845969008942,-0.944024689949013,-1.3472918102921645,-0.012808170917920903
2012-02-27,FAN,-1.5498180824232923,-0.8604047873428067,-1.2753162878725497,-0.1656816029462389
2012-02-27,BIS,-1.403786591374289,-1.68780171839369,-1.4102703924093274,-0.12539271470900468
2012-02-27,SBB,-1.1823840081709616,-1.69220276589928,-1.3562887505946164,-0.03025430096850667
2012-02-27,GRI,-0.8950317193326004,-1.1640770652285033,-0.7984784518426018,0.0019217171871390194
2012-02-27,JO,-1.2530444070656404,-0.9836341174993212,-2.1075332658493457,-0.17254811889196306
2012-02-27,BBH,-0.3391699146944592,-0.033007856291923224,0.5465641233739493,0.05472883868522754
2012-02-27,DDG,-1.6204784813179713,-1.036446687566399,-1.3427933401409387,0.03703705101315105
2012-02-27,FOL,-0.9515600384483436,-0.7503785997030615,-1.077383601218609,-0.02508864498158616
2012-02-27,SFK,-1.5780822419811638,-1.780223716011076,-1.3922765118044238,
2012-02-27,SZK,-1.6817174936933597,-1.7406142884607678,-1.383279571501972,-0.10097863169106405
2012-02-27,BICK,-1.60163570827939,-1.46334829560861,-1.0908790116722868,-0.09576593431006186
2012-02-27,TLL,-1.6770068004337142,-1.0276445925552193,-1.3247994595360348,0.020927655045117236
2012-02-27,GBB,-1.5027111498268395,-0.8780089773651659,-1.2663193475700978,0.010363609362511374
2012-02-27,BOIL,-1.634610561096907,-0.9484257374546028,-1.2213346460578387,-0.4961939698444702
